,Stock,Type,Start Date,End Date,Seed,Open,High,Low,Close,Volume
0,^GSPTSE,DNN,2022-01-01,2024-01-01,1,0.1964244059908071,0.1410155589966634,0.2207467470897695,0.2368843796713788,0.1723763059994919
1,^GSPTSE,DNN,2022-01-01,2024-01-01,2,0.1916763749374958,0.2178594195145458,0.162813797774401,0.2041084081183978,0.1840109630362289
2,^GSPTSE,DNN,2022-01-01,2024-01-01,3,0.1648951312795871,0.1692083782300833,0.1623377574520288,0.172345397618148,0.1793461061170871
3,^GSPTSE,DNN,2022-01-01,2024-01-01,4,0.1548297692508171,0.1707653293682322,0.224871465692435,0.2033340870726418,0.1728464483321399
4,^GSPTSE,DNN,2022-01-01,2024-01-01,5,0.1778678134517488,0.1828325224010248,0.1762155962900572,0.2072360156014618,0.1786359020934567
5,^GSPTSE,DNN,2022-01-01,2024-01-01,6,0.150586521370748,0.1591787030139902,0.1580137550384728,0.2010929196211574,0.1803422683998226
6,^GSPTSE,DNN,2022-01-01,2024-01-01,7,0.1670067307706922,0.1797953993563578,0.1684721546019018,0.1917682490732346,0.1689390985993919
7,^GSPTSE,DNN,2022-01-01,2024-01-01,8,0.1545815864941928,0.1545942863823184,0.1307248667181499,0.1766232520060149,0.1831531617789344
8,^GSPTSE,DNN,2022-01-01,2024-01-01,9,0.2106038066113214,0.1920020873483647,0.1801074028815223,0.2586608132089197,0.1789923409240226
9,^GSPTSE,DNN,2022-01-01,2024-01-01,10,0.1324051956594739,0.1504914994065093,0.1557015413192608,0.1651616682422712,0.1812883098457607
10,^GSPTSE,DNN,2022-01-01,2024-01-01,11,0.1469212239030504,0.1517512976910312,0.1554456293964427,0.154871940991113,0.1689357550323493
11,^GSPTSE,DNN,2022-01-01,2024-01-01,12,0.1436972070977358,0.1608139708579465,0.1603596038413591,0.1745444137115237,0.1792227123163523
12,^GSPTSE,DNN,2022-01-01,2024-01-01,13,0.1524298427839014,0.1449187249198961,0.1380273073561994,0.1750739115693971,0.1836852632996722
13,^GSPTSE,DNN,2022-01-01,2024-01-01,14,0.131398884957456,0.1579314649593428,0.2385824742975628,0.1993693161295883,0.1805087729993402
14,^GSPTSE,DNN,2022-01-01,2024-01-01,15,0.1393943610061435,0.1995715371578414,0.2027490854801836,0.202092358356143,0.1757290546014519
15,^GSPTSE,DNN,2022-01-01,2024-01-01,16,0.1668646091265778,0.1566863454348298,0.1438842732426258,0.1466591982846158,0.1781796059581444
16,^GSPTSE,DNN,2022-01-01,2024-01-01,17,0.1517008317659296,0.1529203173887257,0.1477438901756301,0.1768272011344143,0.1705755344356175
17,^GSPTSE,DNN,2022-01-01,2024-01-01,18,0.2088487040395432,0.2222660874304303,0.1359321537718474,0.2481437708129034,0.1723656609279234
18,^GSPTSE,DNN,2022-01-01,2024-01-01,19,0.1727832976782362,0.1662197721899127,0.1462849269079363,0.2425533234516661,0.1744419804626994
19,^GSPTSE,DNN,2022-01-01,2024-01-01,20,0.1672905770361707,0.2096903993122382,0.1712789831156738,0.2264069578344284,0.1761047552123401
20,^GSPTSE,DNN,2022-01-01,2024-01-01,21,0.2042342550504099,0.2033531081128578,0.2319802051785943,0.1991617428255244,0.1789796571535316
21,^GSPTSE,DNN,2022-01-01,2024-01-01,22,0.1556788693086267,0.1752923630242676,0.1724867291683763,0.1622305439902447,0.1855818362364899
22,^GSPTSE,DNN,2022-01-01,2024-01-01,23,0.1423373054956946,0.1637172682247618,0.1360440068588787,0.1683899441471642,0.1756678548243718
23,^GSPTSE,DNN,2022-01-01,2024-01-01,24,0.1924479168333499,0.1357722966590007,0.1844462394166975,0.1676806532069696,0.17399034600139
24,^GSPTSE,DNN,2022-01-01,2024-01-01,25,0.1580389460956116,0.202633729779518,0.2158753395780857,0.1982767791903284,0.1853162849552005
25,^GSPTSE,DNN,2022-01-01,2024-01-01,26,0.155905499112167,0.1381320032228128,0.1291451527278589,0.1538309690480983,0.17744169212213
26,^GSPTSE,DNN,2022-01-01,2024-01-01,27,0.1453737968710813,0.2064030894676379,0.1984949247925646,0.2127430452471,0.1800887957796021
27,^GSPTSE,DNN,2022-01-01,2024-01-01,28,0.1958330238925968,0.2182051564044473,0.1963452538859917,0.1990217344882509,0.1779720546992722
28,^GSPTSE,DNN,2022-01-01,2024-01-01,29,0.2165381407818777,0.2562099510459162,0.1620882700906887,0.238862928293849,0.1749808938906104
29,^GSPTSE,DNN,2022-01-01,2024-01-01,30,0.268606696265125,0.2103146077260662,0.2045553153974933,0.2278808883876388,0.1759028967822697
30,^GSPTSE,DNN,2022-01-01,2024-01-01,31,0.1698273168911773,0.1867725028170312,0.1725417701972663,0.2138731565482747,0.1819296445741353
31,^GSPTSE,DNN,2022-01-01,2024-01-01,32,0.1140321997537859,0.1767782316133751,0.1480153730875374,0.1852659087798853,0.1736934003659563
32,^GSPTSE,DNN,2022-01-01,2024-01-01,33,0.1576182591864945,0.2438666070342466,0.1661885009619121,0.2018386129710373,0.1769016244267574
33,^GSPTSE,DNN,2022-01-01,2024-01-01,34,0.1482441663171564,0.1357701811435957,0.1821233201953153,0.1603978103210414,0.18281187739548
34,^GSPTSE,DNN,2022-01-01,2024-01-01,35,0.1336537503060352,0.1555698615619075,0.1904571558341804,0.218360010099482,0.1721427768849671
35,^GSPTSE,DNN,2022-01-01,2024-01-01,36,0.1387347539484455,0.1561414825313452,0.1412635819831882,0.163351132915883,0.1798183201319037
36,^GSPTSE,DNN,2022-01-01,2024-01-01,37,0.1723385992653405,0.172868661795872,0.1629619003745032,0.1734624995932046,0.1848328368610059
37,^GSPTSE,DNN,2022-01-01,2024-01-01,38,0.3933248351576602,0.5177372243593451,0.3170473486827424,0.4039487204675138,0.1801610212837941
38,^GSPTSE,DNN,2022-01-01,2024-01-01,39,0.1131895747942391,0.2288777818034028,0.2839905943087263,0.2323322140074496,0.1755112471293768
39,^GSPTSE,DNN,2022-01-01,2024-01-01,40,0.2093004476925739,0.2412217155305017,0.1740761687662796,0.1909201030954347,0.1809440823136869
40,^GSPTSE,DNN,2022-01-01,2024-01-01,41,0.2461701995331712,0.2499259506126809,0.2187168327377414,0.2665497125985642,0.1740607262846761
41,^GSPTSE,DNN,2022-01-01,2024-01-01,42,0.1286318883278726,0.1568197878946904,0.1393188187597759,0.1896367753058113,0.1711928496244528
42,^GSPTSE,DNN,2022-01-01,2024-01-01,43,0.1845201411050497,0.1774268244367896,0.1751297110300158,0.1997003255326495,0.1783739553365384
43,^GSPTSE,DNN,2022-01-01,2024-01-01,44,0.172500963727802,0.1365697391191022,0.1630761613930421,0.1814874156267163,0.1742508386147396
44,^GSPTSE,DNN,2022-01-01,2024-01-01,45,0.1599447509295485,0.1433140386161163,0.1377686144198305,0.1661453261269495,0.1829425132085326
45,^GSPTSE,DNN,2022-01-01,2024-01-01,46,0.1491928062717551,0.1701014984033413,0.1317867166067398,0.1571411978860822,0.1790348614983768
46,^GSPTSE,DNN,2022-01-01,2024-01-01,47,0.1513489637511328,0.1285858855989677,0.1309768309639755,0.1625539907720611,0.1790258058168287
47,^GSPTSE,DNN,2022-01-01,2024-01-01,48,0.1555022982733031,0.214640933721756,0.2483943520020454,0.1636659839986245,0.1853163928886487
48,^GSPTSE,DNN,2022-01-01,2024-01-01,49,0.1628488426085058,0.1390204941241208,0.1444929247092054,0.1501059038564224,0.1718988162997917
49,^GSPTSE,DNN,2022-01-01,2024-01-01,50,0.2336416202548591,0.2492644109990922,0.3570674781583644,0.3003554153810621,0.1709588139949538
50,^GSPTSE,DNN,2022-09-01,2024-09-01,1,0.335409371073251,0.3907890306413134,0.1940571302478761,0.3205810758572276,0.2627602137565416
51,^GSPTSE,DNN,2022-09-01,2024-09-01,2,0.2709846224174973,0.239236547152514,0.2422385799018585,0.2709261635575208,0.2898038895351351
52,^GSPTSE,DNN,2022-09-01,2024-09-01,3,0.2522223847959033,0.2035008133725597,0.1803936876665609,0.2288635473554802,0.3026547130031602
53,^GSPTSE,DNN,2022-09-01,2024-09-01,4,0.2561097792705785,0.2039077510622915,0.1901835100568283,0.2145031413077621,0.2781248592111909
54,^GSPTSE,DNN,2022-09-01,2024-09-01,5,0.2510001349829707,0.2813517854500644,0.2567114666781316,0.2806594400028133,0.2756388707059999
55,^GSPTSE,DNN,2022-09-01,2024-09-01,6,0.2929610594568727,0.4154666620171889,0.2470622749767373,0.3379954739991723,0.2750524167350451
56,^GSPTSE,DNN,2022-09-01,2024-09-01,7,0.2819063514422817,0.221208594296229,0.1834148031894937,0.2687986392681404,0.2749670751259659
57,^GSPTSE,DNN,2022-09-01,2024-09-01,8,0.3643256674824303,0.3568038836072694,0.2846127119470671,0.2872635026145683,0.2877806304598235
58,^GSPTSE,DNN,2022-09-01,2024-09-01,9,0.1970168592212308,0.3064087711160365,0.278701558984873,0.2984347328171896,0.2640359625904326
59,^GSPTSE,DNN,2022-09-01,2024-09-01,10,0.2887596037228077,0.2557906482586931,0.2247991021143663,0.3209890403437936,0.2868684437970685
