,Stock,Type,Start Date,End Date,Seed,Open,High,Low,Close,Volume
0,^GSPTSE,LSTM,2022-01-01,2024-01-01,1,0.1815676292325234,0.1908951089701442,0.1798572426930176,0.1986483029947747,0.1952606446700793
1,^GSPTSE,LSTM,2022-01-01,2024-01-01,2,0.2504973865429085,0.2118013961532753,0.1984261974809198,0.1998635407235033,0.2150162001844011
2,^GSPTSE,LSTM,2022-01-01,2024-01-01,3,0.2589010726638753,0.1894830133863513,0.1782572029272219,0.2037412145125778,0.2097790667395085
3,^GSPTSE,LSTM,2022-01-01,2024-01-01,4,0.1754496717040061,0.1970130963584455,0.1992274337660275,0.2011147680623393,0.238462974486444
4,^GSPTSE,LSTM,2022-01-01,2024-01-01,5,0.1862034979090987,0.2573808686966735,0.2836829140164347,0.2477188676710207,0.1955215160976814
5,^GSPTSE,LSTM,2022-01-01,2024-01-01,6,0.180222466069903,0.1814523469333416,0.1723079736532329,0.1913968049433012,0.2103686912878754
6,^GSPTSE,LSTM,2022-01-01,2024-01-01,7,0.2791670002137594,0.3206586238963799,0.4020730719060235,0.3230495184625817,0.1827027861270308
7,^GSPTSE,LSTM,2022-01-01,2024-01-01,8,0.1923015825561664,0.2540067751346208,0.2235739897887265,0.2490622580116863,0.1879962495101869
8,^GSPTSE,LSTM,2022-01-01,2024-01-01,9,0.3214966090776799,0.3438288425713302,0.3437829036269409,0.3464594111690567,0.2215836029196197
9,^GSPTSE,LSTM,2022-01-01,2024-01-01,10,0.2337785188801207,0.2486432330182003,0.2383649359313218,0.254976562764813,0.1913525100485925
10,^GSPTSE,LSTM,2022-01-01,2024-01-01,11,0.4179931280862398,0.4327115509995812,0.3667303239180299,0.4025748884070226,0.1887030792236987
11,^GSPTSE,LSTM,2022-01-01,2024-01-01,12,0.4031713552941191,0.3604781902494355,0.3582496122563153,0.2972493563951852,0.1724083481445888
12,^GSPTSE,LSTM,2022-01-01,2024-01-01,13,0.3044868682197824,0.2686277833343857,0.2984142385547247,0.3885323724616492,0.2237286438514779
13,^GSPTSE,LSTM,2022-01-01,2024-01-01,14,0.2395893336999122,0.2332879904565757,0.2080579422571475,0.2169207019683112,0.1768943468584
14,^GSPTSE,LSTM,2022-01-01,2024-01-01,15,0.2257915693463863,0.2418250886677147,0.2832201964163577,0.2950761339260478,0.2055702902463389
