,Stock,Type,Start Date,End Date,Seed,Open,High,Low,Close,Volume
0,^GSPTSE,Transformer,2022-01-01,2024-01-01,1,0.2648819664463499,0.3009423497976951,0.2744221621820907,0.3327438748757232,0.1735558537378431
1,^GSPTSE,Transformer,2022-01-01,2024-01-01,2,0.3858843299066508,0.3705787142044308,0.3748355885339687,0.3887091269356341,0.1737998307200578
2,^GSPTSE,Transformer,2022-01-01,2024-01-01,3,0.3639154486512667,0.3639909007800336,0.364303534207227,0.3752063606429416,0.1751856827817657
3,^GSPTSE,Transformer,2022-01-01,2024-01-01,4,0.3762684293814783,0.367632097317044,0.3681791815226619,0.3852809710382958,0.1748910138093985
4,^GSPTSE,Transformer,2022-01-01,2024-01-01,5,0.601783871792157,0.5854412017600684,0.607519022966459,0.6468081960491778,0.1718203013836369
5,^GSPTSE,Transformer,2022-01-01,2024-01-01,6,0.3732671756340055,0.3708220975832246,0.3771948298511856,0.3877850367774017,0.1748741395895447
6,^GSPTSE,Transformer,2022-01-01,2024-01-01,7,0.4765284005574363,0.4564686486874653,0.4727486772326038,0.4999495169939244,0.1722553682845355
7,^GSPTSE,Transformer,2022-01-01,2024-01-01,8,0.326676085724475,0.4654544196942363,0.3801261552273772,0.4705597958270928,0.17365741035047
8,^GSPTSE,Transformer,2022-01-01,2024-01-01,9,0.6103955513803722,0.5955917747257709,0.6151926217581858,0.6530745791397715,0.1733101816495296
9,^GSPTSE,Transformer,2022-01-01,2024-01-01,10,0.894438250727983,0.8527107799483987,0.9009721344406793,0.9717177574842768,0.1697838973820891
10,^GSPTSE,Transformer,2022-01-01,2024-01-01,11,0.3686638168345641,0.3729436412211625,0.3812604807044467,0.4043994502132398,0.1696993358738587
11,^GSPTSE,Transformer,2022-01-01,2024-01-01,12,0.3543377668445888,0.3684816772931715,0.364865692323186,0.3760175219842442,0.174401985050937
12,^GSPTSE,Transformer,2022-01-01,2024-01-01,13,0.5172393252745677,0.5390713018359589,0.5395654395302593,0.607832992477789,0.1704205645251437
13,^GSPTSE,Transformer,2022-01-01,2024-01-01,14,0.6169007121228246,0.6115417686476541,0.6304844707609004,0.6660970119523205,0.1750182204125968
14,^GSPTSE,Transformer,2022-01-01,2024-01-01,15,0.45951473409618,0.4661845774002627,0.46953653377052,0.4891351110433659,0.1744661047160931
15,^GSPTSE,Transformer,2022-01-01,2024-01-01,16,0.3576872122862243,0.363122020005284,0.3569312699654544,0.3705418526012317,0.1773126493436889
16,^GSPTSE,Transformer,2022-01-01,2024-01-01,17,0.5992664626933115,0.5880158563848337,0.6045257527728775,0.6434651130230621,0.1706610684186408
17,^GSPTSE,Transformer,2022-01-01,2024-01-01,18,0.339837580112568,0.3304444894891108,0.3353131181526048,0.3486426697928907,0.1744750577612407
18,^GSPTSE,Transformer,2022-01-01,2024-01-01,19,0.309912263769641,0.3070465241018443,0.3112802987213308,0.3129419624505793,0.1764033482661497
19,^GSPTSE,Transformer,2022-01-01,2024-01-01,20,0.3320744910861866,0.3352838092248556,0.3322795545257698,0.3431598406038462,0.1757407452476629
20,^GSPTSE,Transformer,2022-01-01,2024-01-01,21,0.3025168148652907,0.3475234292304476,0.3186426196230735,0.342175421871358,0.1760318613678988
21,^GSPTSE,Transformer,2022-01-01,2024-01-01,22,0.733072093561764,0.7076068864591498,0.7377019673186216,0.7891554469366748,0.1724117191334934
22,^GSPTSE,Transformer,2022-01-01,2024-01-01,23,0.5785015858147381,0.5690863824866358,0.5927390752665608,0.6254261187567663,0.1735430128600544
23,^GSPTSE,Transformer,2022-01-01,2024-01-01,24,0.3166401217157605,0.2885996953940301,0.3039156176307748,0.310166479935025,0.1739292052978788
24,^GSPTSE,Transformer,2022-01-01,2024-01-01,25,0.3269927281479369,0.3066952654251479,0.3221076687872991,0.3250325010234676,0.174931495831762
25,^GSPTSE,Transformer,2022-01-01,2024-01-01,26,0.4400126363960956,0.434131098025724,0.4427973036782138,0.4633405004033289,0.1747320997087737
26,^GSPTSE,Transformer,2022-01-01,2024-01-01,27,0.3912161051021017,0.3657314437953199,0.3780998131606615,0.4326693286897232,0.1781049723415136
27,^GSPTSE,Transformer,2022-01-01,2024-01-01,28,0.3258442215863437,0.3184783829888211,0.3162782780905782,0.3285984786492559,0.1749115993357858
28,^GSPTSE,Transformer,2022-01-01,2024-01-01,29,0.5801134218738476,0.5685718545944778,0.5869993922500357,0.6215278534127092,0.1731590883143596
29,^GSPTSE,Transformer,2022-01-01,2024-01-01,30,0.5573230532914308,0.5236704508021921,0.5632866050040944,0.5808410715859248,0.1726017153871683
30,^GSPTSE,Transformer,2022-01-01,2024-01-01,31,0.2641301298560016,0.555011689058911,0.4270604740742426,0.5304750712548086,0.1754084059912051
31,^GSPTSE,Transformer,2022-01-01,2024-01-01,32,0.4628383346552993,0.4636470369259607,0.4676343729970176,0.4904824157976863,0.1754208904923388
32,^GSPTSE,Transformer,2022-01-01,2024-01-01,33,0.4466102210248123,0.4406330825497053,0.4429295028672959,0.4674992921907509,0.1720131495620999
33,^GSPTSE,Transformer,2022-01-01,2024-01-01,34,0.8104666960985832,0.7724241149345574,0.8131250097397746,0.876022963238043,0.1705863236435167
34,^GSPTSE,Transformer,2022-01-01,2024-01-01,35,0.42480748582218,0.3876692952743556,0.4212219302777408,0.4190276284204894,0.1750418995645942
35,^GSPTSE,Transformer,2022-01-01,2024-01-01,36,0.9163900836471748,0.8839065785100078,0.9232970637182444,0.9947169224063156,0.1698783620660988
36,^GSPTSE,Transformer,2022-01-01,2024-01-01,37,0.3437246849461656,0.3512181138926062,0.3461784302857654,0.3549167659759726,0.1733728565700876
37,^GSPTSE,Transformer,2022-01-01,2024-01-01,38,0.4202242887892428,0.3987806565383289,0.4101927711876232,0.4338370885575848,0.1737034614336923
